label,query,subcategory,exact_name,name_contains,district,aliases_en,aliases_zh,append_to,limit,enabled
荃灣公園,荃灣公園,majorDestination,荃灣公園,,,,,,1,true
荃灣海濱公園,荃灣海濱公園,majorDestination,荃灣海濱公園,,,,,,1,true
荔枝山５號,荔枝山５號,majorDestination,荔枝山５號,,,,,,1,true
菁雋,菁雋,majorDestination,菁雋,,,,,,1,true
萬宜山莊10,萬宜山莊10,majorDestination,萬宜山莊10,,,,,,1,true
葵涌公園,葵涌公園,majorDestination,葵涌公園,,,,,,1,true
蔚陽第10座,蔚陽第10座,majorDestination,蔚陽第10座,,,,,,1,true
蔚陽第6座,蔚陽第6座,majorDestination,蔚陽第6座,,,,,,1,true
蔚陽第8座,蔚陽第8座,majorDestination,蔚陽第8座,,,,,,1,true
蔚麗山莊N座,蔚麗山莊N座,majorDestination,蔚麗山莊N座,,,,,,1,true
蔚麗山莊Q座,蔚麗山莊Q座,majorDestination,蔚麗山莊Q座,,,,,,1,true
蔚麗山莊R座,蔚麗山莊R座,majorDestination,蔚麗山莊R座,,,,,,1,true
蔚麗山莊T座,蔚麗山莊T座,majorDestination,蔚麗山莊T座,,,,,,1,true
藍地寵物公園,藍地寵物公園,majorDestination,藍地寵物公園,,,,,,1,true
藍城N座,藍城N座,majorDestination,藍城N座,,,,,,1,true
藝全人,藝全人,majorDestination,藝全人,,,,,,1,true
蘇浙公學,蘇浙公學,majorDestination,蘇浙公學,,,,,,1,true
蠶豆坊,蠶豆坊,majorDestination,蠶豆坊,,,,,,1,true
裕民薈,裕民薈,majorDestination,裕民薈,,,,,,1,true
西沙Go Park,西沙Go Park,majorDestination,西沙Go Park,,,,,,1,true
西營盤海濱公園,西營盤海濱公園,majorDestination,西營盤海濱公園,,,,,,1,true
西貢壁球場,西貢壁球場,majorDestination,西貢壁球場,,,,,,1,true
西貢海濱公園,西貢海濱公園,majorDestination,西貢海濱公園,,,,,,1,true
西貢網球場,西貢網球場,majorDestination,西貢網球場,,,,,,1,true
豪園,豪園,majorDestination,豪園,,,,,,1,true
豪園7-10,豪園7-10,majorDestination,豪園7-10,,,,,,1,true
貝沙灣10號屋,貝沙灣10號屋,majorDestination,貝沙灣10號屋,,,,,,1,true
貝沙灣5號屋,貝沙灣5號屋,majorDestination,貝沙灣5號屋,,,,,,1,true
貝沙灣6號屋,貝沙灣6號屋,majorDestination,貝沙灣6號屋,,,,,,1,true
貝沙灣7號屋,貝沙灣7號屋,majorDestination,貝沙灣7號屋,,,,,,1,true
貝沙灣8號屋,貝沙灣8號屋,majorDestination,貝沙灣8號屋,,,,,,1,true
貝沙灣9號屋,貝沙灣9號屋,majorDestination,貝沙灣9號屋,,,,,,1,true
